,State,AgeGroup,DescriptionPartial,Gender,FurLength,MaturitySize,Adoption
3463,41327.0,1.0,1.0,2.0,1.0,2.0,0.0
3464,41401.0,3.0,2.0,1.0,2.0,2.0,1.0
3465,41326.0,0.0,1.0,3.0,1.0,1.0,0.0
3466,41326.0,0.0,3.0,3.0,2.0,2.0,1.0
3467,41326.0,3.0,3.0,1.0,2.0,1.0,1.0
3468,41401.0,2.0,3.0,1.0,1.0,1.0,1.0
3469,41401.0,0.0,3.0,2.0,1.0,2.0,0.0
3470,41336.0,2.0,1.0,1.0,2.0,2.0,1.0
3471,41326.0,0.0,1.0,1.0,1.0,2.0,0.0
3472,41401.0,2.0,1.0,3.0,1.0,2.0,1.0
3473,41326.0,0.0,1.0,2.0,2.0,2.0,1.0
3474,41401.0,1.0,1.0,2.0,1.0,1.0,0.0
3475,41401.0,3.0,3.0,1.0,2.0,2.0,1.0
3476,41401.0,2.0,2.0,2.0,1.0,1.0,1.0
3477,41326.0,3.0,2.0,1.0,2.0,2.0,1.0
3478,41401.0,1.0,1.0,2.0,1.0,2.0,1.0
3479,41327.0,0.0,1.0,2.0,1.0,2.0,1.0
3480,41401.0,0.0,3.0,1.0,1.0,1.0,1.0
3481,41326.0,2.0,3.0,2.0,2.0,2.0,1.0
3482,41327.0,0.0,1.0,1.0,1.0,2.0,1.0
3483,41326.0,1.0,1.0,2.0,1.0,2.0,1.0
3484,41401.0,2.0,1.0,1.0,1.0,2.0,0.0
3485,41327.0,1.0,3.0,2.0,2.0,1.0,1.0
3486,41401.0,2.0,3.0,1.0,2.0,2.0,1.0
3487,41326.0,3.0,2.0,2.0,2.0,1.0,0.0
3488,41327.0,0.0,2.0,1.0,1.0,1.0,1.0
3489,41326.0,2.0,3.0,1.0,1.0,2.0,0.0
3490,41401.0,0.0,1.0,1.0,1.0,2.0,1.0
3491,41326.0,0.0,1.0,2.0,2.0,2.0,1.0
3492,41326.0,0.0,3.0,2.0,1.0,2.0,1.0
3493,41326.0,3.0,3.0,3.0,2.0,1.0,0.0
3494,41401.0,0.0,2.0,1.0,1.0,2.0,1.0
3495,41401.0,2.0,1.0,2.0,1.0,1.0,0.0
3496,41326.0,1.0,3.0,2.0,1.0,2.0,1.0
3497,41326.0,0.0,2.0,2.0,2.0,2.0,1.0
3498,41326.0,0.0,2.0,2.0,1.0,1.0,0.0
3499,41326.0,1.0,2.0,1.0,1.0,2.0,1.0
3500,41327.0,0.0,2.0,1.0,2.0,2.0,1.0
3501,41401.0,2.0,2.0,1.0,3.0,3.0,0.0
3502,41401.0,2.0,1.0,1.0,2.0,2.0,1.0
3503,41327.0,0.0,2.0,2.0,1.0,1.0,1.0
3504,41326.0,3.0,3.0,1.0,1.0,2.0,1.0
3505,41401.0,0.0,2.0,2.0,1.0,2.0,1.0
3506,41326.0,0.0,2.0,2.0,1.0,1.0,1.0
3507,41326.0,2.0,2.0,2.0,1.0,1.0,0.0
3508,41327.0,0.0,3.0,2.0,2.0,2.0,0.0
3509,41327.0,2.0,2.0,3.0,1.0,2.0,1.0
3510,41336.0,0.0,3.0,2.0,1.0,2.0,1.0
3511,41326.0,2.0,2.0,1.0,2.0,2.0,1.0
3512,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
3513,41326.0,0.0,2.0,2.0,1.0,2.0,1.0
3514,41326.0,3.0,3.0,2.0,2.0,3.0,1.0
3515,41326.0,2.0,2.0,2.0,1.0,3.0,1.0
3516,41401.0,2.0,1.0,2.0,1.0,2.0,1.0
3517,41327.0,2.0,1.0,2.0,1.0,2.0,0.0
3518,41401.0,0.0,3.0,3.0,2.0,1.0,0.0
3519,41326.0,2.0,3.0,1.0,1.0,2.0,1.0
3520,41326.0,0.0,3.0,1.0,2.0,2.0,1.0
3521,41326.0,0.0,2.0,3.0,2.0,1.0,0.0
3522,41401.0,0.0,2.0,2.0,1.0,1.0,1.0
3523,41326.0,0.0,1.0,1.0,1.0,2.0,1.0
3524,41326.0,2.0,2.0,1.0,2.0,1.0,0.0
3525,41326.0,1.0,3.0,2.0,1.0,1.0,1.0
3526,41401.0,2.0,3.0,2.0,1.0,1.0,1.0
3527,41330.0,3.0,3.0,2.0,3.0,2.0,0.0
3528,41345.0,1.0,1.0,1.0,1.0,1.0,1.0
3529,41401.0,2.0,1.0,1.0,2.0,2.0,1.0
3530,41326.0,3.0,2.0,2.0,2.0,2.0,1.0
3531,41401.0,1.0,1.0,1.0,3.0,2.0,1.0
3532,41401.0,0.0,1.0,1.0,1.0,1.0,1.0
3533,41326.0,3.0,1.0,2.0,2.0,2.0,1.0
3534,41326.0,2.0,3.0,1.0,2.0,1.0,1.0
3535,41326.0,0.0,2.0,1.0,1.0,2.0,1.0
3536,41326.0,1.0,3.0,2.0,2.0,2.0,1.0
3537,41401.0,2.0,2.0,2.0,2.0,2.0,1.0
3538,41326.0,2.0,2.0,2.0,1.0,2.0,1.0
3539,41326.0,3.0,2.0,2.0,1.0,2.0,1.0
3540,41324.0,2.0,1.0,1.0,1.0,2.0,0.0
3541,41324.0,0.0,1.0,1.0,2.0,2.0,1.0
3542,41330.0,0.0,1.0,1.0,3.0,1.0,1.0
3543,41326.0,0.0,1.0,3.0,1.0,1.0,1.0
3544,41401.0,2.0,3.0,2.0,1.0,2.0,1.0
3545,41401.0,0.0,2.0,1.0,2.0,3.0,1.0
3546,41326.0,2.0,3.0,3.0,1.0,1.0,1.0
3547,41326.0,0.0,2.0,3.0,1.0,2.0,1.0
3548,41401.0,2.0,2.0,2.0,1.0,2.0,1.0
3549,41326.0,2.0,3.0,1.0,1.0,2.0,0.0
3550,41326.0,2.0,2.0,2.0,2.0,2.0,0.0
3551,41326.0,2.0,2.0,1.0,2.0,2.0,1.0
3552,41401.0,1.0,2.0,3.0,1.0,1.0,1.0
3553,41326.0,0.0,1.0,1.0,2.0,1.0,1.0
3554,41326.0,3.0,2.0,1.0,2.0,2.0,0.0
3555,41326.0,2.0,3.0,2.0,1.0,2.0,1.0
3556,41401.0,3.0,1.0,2.0,1.0,2.0,1.0
3557,41401.0,3.0,2.0,1.0,3.0,2.0,0.0
3558,41326.0,3.0,1.0,1.0,1.0,4.0,1.0
3559,41326.0,0.0,2.0,1.0,2.0,2.0,0.0
3560,41326.0,3.0,3.0,2.0,2.0,2.0,0.0
3561,41401.0,0.0,3.0,3.0,2.0,2.0,1.0
3562,41327.0,0.0,1.0,3.0,1.0,2.0,0.0
3563,41326.0,0.0,3.0,1.0,1.0,2.0,1.0
3564,41332.0,0.0,2.0,2.0,1.0,3.0,0.0
3565,41327.0,0.0,2.0,1.0,1.0,2.0,1.0
3566,41335.0,0.0,1.0,3.0,1.0,1.0,1.0
3567,41326.0,3.0,2.0,2.0,1.0,2.0,0.0
3568,41401.0,0.0,2.0,2.0,1.0,2.0,1.0
3569,41327.0,3.0,3.0,2.0,1.0,1.0,1.0
3570,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
3571,41326.0,2.0,2.0,2.0,3.0,3.0,1.0
3572,41326.0,0.0,2.0,3.0,1.0,2.0,1.0
3573,41327.0,0.0,1.0,2.0,1.0,1.0,0.0
3574,41401.0,3.0,2.0,1.0,2.0,2.0,1.0
3575,41330.0,1.0,2.0,3.0,1.0,2.0,1.0
3576,41326.0,2.0,3.0,3.0,1.0,2.0,0.0
3577,41326.0,0.0,3.0,1.0,1.0,2.0,1.0
3578,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
3579,41330.0,2.0,1.0,2.0,2.0,2.0,0.0
3580,41326.0,0.0,3.0,2.0,1.0,2.0,1.0
3581,41326.0,3.0,2.0,1.0,3.0,1.0,1.0
3582,41401.0,1.0,2.0,2.0,2.0,2.0,1.0
3583,41326.0,1.0,1.0,1.0,2.0,2.0,1.0
3584,41326.0,0.0,1.0,1.0,1.0,2.0,1.0
3585,41325.0,3.0,2.0,2.0,1.0,2.0,0.0
3586,41401.0,2.0,3.0,3.0,2.0,2.0,0.0
3587,41401.0,0.0,3.0,1.0,2.0,2.0,1.0
3588,41401.0,1.0,3.0,1.0,1.0,3.0,1.0
3589,41401.0,0.0,1.0,1.0,1.0,2.0,1.0
3590,41326.0,3.0,1.0,2.0,3.0,2.0,0.0
3591,41327.0,2.0,2.0,2.0,1.0,1.0,1.0
3592,41326.0,3.0,1.0,2.0,3.0,2.0,1.0
3593,41326.0,3.0,1.0,2.0,1.0,2.0,1.0
3594,41401.0,2.0,3.0,2.0,1.0,2.0,1.0
3595,41401.0,3.0,3.0,3.0,1.0,2.0,1.0
3596,41326.0,2.0,1.0,3.0,1.0,2.0,1.0
3597,41401.0,1.0,2.0,3.0,1.0,2.0,1.0
3598,41326.0,2.0,3.0,1.0,1.0,2.0,0.0
3599,41401.0,3.0,3.0,1.0,3.0,2.0,1.0
3600,41326.0,0.0,1.0,1.0,1.0,2.0,1.0
3601,41330.0,3.0,3.0,1.0,1.0,2.0,1.0
3602,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
3603,41326.0,0.0,2.0,3.0,2.0,1.0,1.0
3604,41326.0,3.0,2.0,2.0,1.0,1.0,0.0
3605,41401.0,0.0,3.0,2.0,1.0,2.0,1.0
3606,41401.0,1.0,3.0,3.0,2.0,1.0,1.0
3607,41327.0,0.0,3.0,2.0,1.0,2.0,1.0
3608,41330.0,0.0,3.0,2.0,1.0,2.0,1.0
3609,41401.0,2.0,1.0,2.0,1.0,2.0,0.0
3610,41326.0,0.0,2.0,3.0,1.0,2.0,1.0
3611,41401.0,3.0,3.0,1.0,1.0,3.0,0.0
3612,41326.0,0.0,3.0,2.0,1.0,2.0,1.0
3613,41326.0,0.0,2.0,2.0,3.0,2.0,1.0
3614,41326.0,0.0,1.0,2.0,2.0,2.0,1.0
3615,41401.0,0.0,2.0,2.0,2.0,1.0,1.0
3616,41326.0,0.0,3.0,1.0,1.0,1.0,1.0
3617,41401.0,2.0,3.0,2.0,2.0,2.0,1.0
3618,41330.0,1.0,1.0,3.0,1.0,2.0,0.0
3619,41401.0,0.0,2.0,3.0,2.0,2.0,1.0
3620,41326.0,1.0,3.0,3.0,1.0,2.0,0.0
3621,41326.0,2.0,1.0,1.0,1.0,1.0,0.0
3622,41326.0,2.0,3.0,1.0,1.0,2.0,1.0
3623,41401.0,3.0,1.0,1.0,1.0,3.0,1.0
3624,41326.0,1.0,2.0,1.0,1.0,2.0,1.0
3625,41401.0,0.0,1.0,1.0,1.0,1.0,1.0
3626,41326.0,0.0,2.0,2.0,2.0,1.0,1.0
3627,41326.0,2.0,1.0,1.0,2.0,2.0,1.0
3628,41330.0,2.0,1.0,2.0,2.0,2.0,0.0
3629,41326.0,2.0,3.0,1.0,1.0,3.0,1.0
3630,41326.0,0.0,2.0,2.0,1.0,1.0,1.0
3631,41326.0,0.0,1.0,2.0,2.0,2.0,1.0
3632,41401.0,2.0,1.0,2.0,1.0,1.0,1.0
3633,41326.0,3.0,2.0,1.0,1.0,2.0,0.0
3634,41326.0,0.0,2.0,2.0,2.0,2.0,0.0
3635,41401.0,0.0,3.0,1.0,2.0,2.0,1.0
3636,41326.0,2.0,3.0,2.0,3.0,2.0,1.0
3637,41401.0,2.0,3.0,2.0,1.0,1.0,1.0
3638,41326.0,3.0,3.0,2.0,2.0,2.0,1.0
3639,41401.0,2.0,2.0,2.0,1.0,1.0,1.0
3640,41326.0,1.0,3.0,1.0,2.0,1.0,1.0
3641,41326.0,0.0,2.0,1.0,1.0,3.0,1.0
3642,41326.0,0.0,3.0,1.0,1.0,2.0,1.0
3643,41326.0,0.0,2.0,2.0,1.0,2.0,1.0
3644,41401.0,2.0,1.0,2.0,1.0,2.0,0.0
3645,41327.0,0.0,1.0,2.0,2.0,2.0,1.0
3646,41401.0,2.0,3.0,1.0,2.0,2.0,1.0
3647,41327.0,2.0,2.0,1.0,2.0,3.0,1.0
3648,41326.0,0.0,1.0,2.0,2.0,2.0,1.0
3649,41326.0,3.0,2.0,2.0,1.0,2.0,1.0
3650,41336.0,2.0,2.0,1.0,1.0,2.0,1.0
3651,41326.0,1.0,1.0,2.0,1.0,2.0,1.0
3652,41401.0,3.0,3.0,2.0,3.0,3.0,1.0
3653,41326.0,2.0,1.0,1.0,3.0,1.0,1.0
3654,41327.0,2.0,3.0,2.0,1.0,2.0,0.0
3655,41326.0,2.0,2.0,1.0,3.0,3.0,1.0
3656,41326.0,3.0,3.0,3.0,2.0,2.0,1.0
3657,41326.0,2.0,1.0,2.0,1.0,1.0,0.0
3658,41326.0,2.0,1.0,2.0,1.0,2.0,1.0
3659,41326.0,3.0,3.0,1.0,2.0,1.0,1.0
3660,41326.0,2.0,1.0,2.0,1.0,2.0,0.0
3661,41326.0,2.0,1.0,2.0,1.0,2.0,1.0
3662,41401.0,2.0,3.0,2.0,1.0,2.0,0.0
3663,41326.0,0.0,2.0,2.0,2.0,2.0,1.0
3664,41326.0,2.0,1.0,1.0,1.0,1.0,1.0
3665,41326.0,1.0,1.0,3.0,2.0,1.0,1.0
3666,41326.0,2.0,2.0,2.0,2.0,2.0,1.0
3667,41401.0,3.0,1.0,1.0,1.0,2.0,1.0
3668,41324.0,0.0,1.0,2.0,1.0,1.0,1.0
3669,41326.0,2.0,2.0,1.0,1.0,2.0,1.0
3670,41332.0,2.0,2.0,2.0,1.0,1.0,0.0
3671,41401.0,3.0,2.0,1.0,2.0,2.0,0.0
3672,41326.0,1.0,2.0,1.0,2.0,2.0,0.0
3673,41326.0,2.0,1.0,1.0,1.0,2.0,1.0
3674,41401.0,1.0,2.0,1.0,1.0,1.0,1.0
3675,41326.0,2.0,2.0,1.0,1.0,2.0,1.0
3676,41326.0,3.0,3.0,2.0,1.0,2.0,0.0
3677,41327.0,3.0,2.0,2.0,2.0,2.0,0.0
3678,41326.0,0.0,1.0,1.0,1.0,1.0,1.0
3679,41326.0,2.0,3.0,1.0,2.0,2.0,1.0
3680,41326.0,2.0,2.0,2.0,3.0,2.0,1.0
3681,41401.0,1.0,1.0,3.0,2.0,2.0,1.0
3682,41401.0,2.0,1.0,1.0,1.0,2.0,0.0
3683,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
3684,41401.0,3.0,3.0,1.0,2.0,3.0,1.0
3685,41401.0,3.0,1.0,1.0,3.0,3.0,1.0
3686,41401.0,3.0,3.0,2.0,3.0,2.0,1.0
3687,41401.0,2.0,2.0,1.0,2.0,2.0,0.0
3688,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
3689,41345.0,0.0,1.0,2.0,1.0,1.0,0.0
3690,41327.0,3.0,1.0,2.0,1.0,2.0,0.0
3691,41401.0,2.0,3.0,1.0,1.0,2.0,0.0
3692,41326.0,0.0,3.0,3.0,1.0,1.0,1.0
3693,41336.0,0.0,2.0,2.0,1.0,1.0,1.0
3694,41326.0,2.0,3.0,2.0,1.0,2.0,0.0
3695,41326.0,2.0,2.0,2.0,2.0,2.0,0.0
3696,41326.0,0.0,3.0,1.0,2.0,2.0,1.0
3697,41401.0,0.0,2.0,1.0,2.0,1.0,0.0
3698,41327.0,2.0,2.0,2.0,1.0,2.0,1.0
3699,41326.0,0.0,2.0,1.0,2.0,2.0,1.0
3700,41326.0,3.0,3.0,2.0,2.0,2.0,0.0
3701,41326.0,2.0,3.0,1.0,1.0,2.0,1.0
3702,41326.0,0.0,2.0,3.0,1.0,2.0,1.0
3703,41401.0,2.0,1.0,1.0,1.0,1.0,0.0
3704,41401.0,2.0,2.0,1.0,1.0,2.0,0.0
3705,41326.0,0.0,1.0,1.0,1.0,2.0,1.0
3706,41401.0,0.0,2.0,1.0,1.0,2.0,1.0
3707,41326.0,0.0,2.0,2.0,1.0,3.0,1.0
3708,41326.0,1.0,2.0,2.0,1.0,2.0,1.0
3709,41401.0,2.0,1.0,1.0,1.0,1.0,1.0
3710,41336.0,3.0,3.0,1.0,1.0,3.0,1.0
3711,41401.0,1.0,3.0,1.0,2.0,1.0,1.0
3712,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
3713,41326.0,0.0,1.0,1.0,2.0,2.0,1.0
3714,41326.0,0.0,1.0,1.0,2.0,1.0,1.0
3715,41326.0,0.0,2.0,1.0,1.0,2.0,1.0
3716,41327.0,0.0,3.0,2.0,2.0,2.0,0.0
3717,41332.0,1.0,1.0,2.0,2.0,2.0,0.0
3718,41326.0,3.0,1.0,2.0,2.0,2.0,1.0
3719,41326.0,3.0,1.0,2.0,1.0,2.0,0.0
3720,41326.0,1.0,1.0,2.0,2.0,1.0,1.0
3721,41327.0,0.0,1.0,1.0,2.0,2.0,1.0
3722,41401.0,0.0,2.0,1.0,1.0,2.0,1.0
3723,41326.0,1.0,2.0,2.0,1.0,2.0,1.0
3724,41326.0,0.0,2.0,1.0,1.0,2.0,1.0
3725,41326.0,2.0,1.0,2.0,1.0,2.0,0.0
3726,41401.0,3.0,2.0,2.0,1.0,2.0,0.0
3727,41326.0,3.0,3.0,2.0,1.0,2.0,1.0
3728,41326.0,2.0,3.0,1.0,1.0,3.0,0.0
3729,41336.0,2.0,2.0,3.0,1.0,1.0,1.0
3730,41332.0,2.0,3.0,2.0,1.0,3.0,0.0
3731,41326.0,0.0,3.0,1.0,1.0,1.0,1.0
3732,41401.0,3.0,2.0,1.0,3.0,3.0,1.0
3733,41326.0,2.0,3.0,2.0,1.0,3.0,1.0
3734,41401.0,0.0,2.0,2.0,1.0,1.0,1.0
3735,41401.0,3.0,3.0,2.0,2.0,1.0,1.0
3736,41401.0,0.0,2.0,2.0,1.0,1.0,0.0
3737,41401.0,0.0,1.0,1.0,1.0,2.0,1.0
3738,41326.0,0.0,2.0,2.0,3.0,2.0,1.0
3739,41401.0,2.0,2.0,1.0,2.0,1.0,0.0
3740,41326.0,3.0,2.0,2.0,1.0,1.0,1.0
3741,41326.0,2.0,1.0,1.0,2.0,1.0,1.0
3742,41401.0,2.0,2.0,1.0,2.0,2.0,1.0
3743,41326.0,2.0,2.0,1.0,2.0,1.0,0.0
3744,41326.0,3.0,3.0,2.0,1.0,2.0,0.0
3745,41401.0,0.0,2.0,2.0,1.0,2.0,1.0
3746,41326.0,2.0,2.0,1.0,2.0,2.0,1.0
3747,41326.0,3.0,3.0,1.0,2.0,3.0,1.0
3748,41326.0,3.0,1.0,1.0,2.0,3.0,0.0
3749,41327.0,3.0,1.0,2.0,2.0,3.0,0.0
3750,41327.0,0.0,1.0,1.0,2.0,2.0,1.0
3751,41326.0,3.0,1.0,1.0,2.0,1.0,1.0
3752,41326.0,0.0,2.0,1.0,2.0,1.0,1.0
3753,41401.0,1.0,1.0,2.0,1.0,2.0,0.0
3754,41401.0,2.0,1.0,2.0,1.0,1.0,0.0
3755,41326.0,3.0,2.0,2.0,3.0,1.0,1.0
3756,41401.0,0.0,3.0,2.0,2.0,2.0,1.0
3757,41326.0,0.0,1.0,1.0,1.0,3.0,1.0
3758,41401.0,0.0,1.0,3.0,1.0,1.0,0.0
3759,41401.0,2.0,2.0,2.0,1.0,1.0,1.0
3760,41326.0,0.0,3.0,1.0,1.0,3.0,1.0
3761,41326.0,2.0,3.0,3.0,2.0,2.0,1.0
3762,41326.0,0.0,1.0,1.0,1.0,2.0,1.0
3763,41324.0,0.0,1.0,1.0,2.0,2.0,0.0
3764,41326.0,2.0,3.0,1.0,1.0,2.0,0.0
3765,41401.0,0.0,1.0,2.0,1.0,1.0,1.0
3766,41326.0,0.0,2.0,1.0,1.0,1.0,1.0
3767,41401.0,3.0,2.0,3.0,2.0,2.0,0.0
3768,41326.0,2.0,2.0,2.0,1.0,2.0,1.0
3769,41326.0,0.0,1.0,1.0,2.0,2.0,1.0
3770,41401.0,2.0,2.0,2.0,1.0,2.0,1.0
3771,41401.0,1.0,1.0,2.0,1.0,2.0,0.0
3772,41401.0,0.0,1.0,2.0,2.0,2.0,1.0
3773,41330.0,3.0,3.0,3.0,1.0,3.0,0.0
3774,41326.0,0.0,1.0,1.0,1.0,2.0,1.0
3775,41332.0,0.0,2.0,3.0,2.0,1.0,0.0
3776,41326.0,0.0,2.0,2.0,2.0,2.0,1.0
3777,41401.0,2.0,1.0,2.0,3.0,3.0,1.0
3778,41326.0,1.0,1.0,2.0,2.0,2.0,1.0
3779,41326.0,3.0,1.0,1.0,2.0,3.0,1.0
3780,41326.0,2.0,1.0,1.0,1.0,2.0,1.0
3781,41332.0,2.0,2.0,1.0,1.0,2.0,1.0
3782,41401.0,2.0,1.0,1.0,2.0,2.0,0.0
3783,41401.0,1.0,2.0,3.0,1.0,2.0,0.0
3784,41401.0,2.0,2.0,2.0,1.0,2.0,0.0
3785,41326.0,1.0,2.0,2.0,1.0,2.0,1.0
3786,41401.0,0.0,2.0,2.0,1.0,1.0,1.0
3787,41326.0,3.0,3.0,2.0,2.0,3.0,0.0
3788,41327.0,2.0,3.0,2.0,1.0,2.0,0.0
3789,41326.0,3.0,3.0,1.0,1.0,1.0,0.0
3790,41332.0,0.0,2.0,3.0,2.0,2.0,1.0
3791,41326.0,0.0,2.0,3.0,2.0,1.0,1.0
3792,41401.0,3.0,3.0,1.0,2.0,2.0,0.0
3793,41326.0,3.0,2.0,2.0,1.0,1.0,1.0
3794,41326.0,0.0,3.0,2.0,1.0,2.0,1.0
3795,41326.0,1.0,3.0,2.0,1.0,2.0,1.0
3796,41336.0,1.0,1.0,3.0,2.0,2.0,1.0
3797,41401.0,0.0,3.0,3.0,2.0,2.0,1.0
3798,41336.0,1.0,1.0,2.0,1.0,2.0,1.0
3799,41326.0,2.0,1.0,2.0,1.0,2.0,1.0
3800,41326.0,2.0,2.0,3.0,1.0,1.0,1.0
3801,41401.0,0.0,1.0,1.0,1.0,1.0,1.0
3802,41326.0,2.0,2.0,2.0,1.0,2.0,0.0
3803,41327.0,0.0,1.0,2.0,2.0,2.0,1.0
3804,41401.0,2.0,1.0,1.0,1.0,2.0,1.0
3805,41326.0,0.0,1.0,2.0,2.0,2.0,1.0
3806,41401.0,2.0,1.0,3.0,1.0,2.0,0.0
3807,41327.0,0.0,1.0,2.0,1.0,2.0,0.0
3808,41361.0,1.0,2.0,2.0,1.0,2.0,0.0
3809,41326.0,0.0,3.0,1.0,2.0,3.0,1.0
3810,41401.0,3.0,3.0,1.0,1.0,2.0,0.0
3811,41326.0,2.0,2.0,1.0,2.0,2.0,1.0
3812,41326.0,2.0,2.0,2.0,1.0,2.0,1.0
3813,41401.0,2.0,2.0,2.0,2.0,2.0,0.0
3814,41326.0,0.0,3.0,2.0,2.0,2.0,1.0
3815,41401.0,3.0,2.0,2.0,2.0,2.0,1.0
3816,41327.0,2.0,3.0,2.0,2.0,1.0,1.0
3817,41401.0,2.0,1.0,2.0,1.0,1.0,1.0
3818,41326.0,0.0,2.0,2.0,2.0,2.0,1.0
3819,41326.0,2.0,1.0,1.0,3.0,2.0,0.0
3820,41401.0,0.0,2.0,3.0,2.0,1.0,1.0
3821,41401.0,3.0,2.0,2.0,1.0,2.0,0.0
3822,41327.0,1.0,3.0,2.0,1.0,2.0,1.0
3823,41326.0,2.0,2.0,2.0,3.0,2.0,1.0
3824,41336.0,0.0,3.0,3.0,1.0,2.0,1.0
3825,41326.0,0.0,2.0,2.0,2.0,2.0,1.0
3826,41324.0,2.0,1.0,2.0,2.0,2.0,0.0
3827,41326.0,0.0,2.0,1.0,1.0,2.0,1.0
3828,41326.0,1.0,1.0,1.0,1.0,2.0,0.0
3829,41326.0,0.0,2.0,1.0,1.0,2.0,1.0
3830,41326.0,0.0,2.0,1.0,1.0,2.0,1.0
3831,41401.0,1.0,2.0,1.0,1.0,2.0,1.0
3832,41401.0,0.0,3.0,1.0,1.0,1.0,1.0
3833,41401.0,2.0,3.0,2.0,1.0,1.0,0.0
3834,41401.0,0.0,3.0,2.0,2.0,2.0,1.0
3835,41326.0,1.0,3.0,1.0,1.0,2.0,1.0
3836,41401.0,0.0,1.0,2.0,2.0,2.0,1.0
3837,41401.0,2.0,3.0,1.0,1.0,1.0,1.0
3838,41401.0,3.0,1.0,2.0,2.0,2.0,0.0
3839,41326.0,2.0,1.0,1.0,2.0,2.0,1.0
3840,41401.0,3.0,1.0,1.0,1.0,2.0,1.0
3841,41336.0,2.0,2.0,2.0,3.0,2.0,1.0
3842,41326.0,0.0,2.0,2.0,2.0,2.0,1.0
3843,41326.0,0.0,1.0,2.0,2.0,2.0,1.0
3844,41401.0,0.0,3.0,2.0,1.0,1.0,0.0
3845,41330.0,1.0,2.0,2.0,2.0,2.0,1.0
3846,41401.0,0.0,3.0,1.0,2.0,1.0,1.0
3847,41326.0,0.0,2.0,2.0,2.0,2.0,1.0
3848,41326.0,3.0,2.0,3.0,2.0,2.0,0.0
3849,41327.0,0.0,2.0,2.0,2.0,2.0,1.0
3850,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
3851,41326.0,3.0,2.0,1.0,2.0,3.0,0.0
3852,41326.0,2.0,1.0,1.0,1.0,2.0,1.0
3853,41326.0,0.0,2.0,1.0,2.0,2.0,1.0
3854,41401.0,0.0,3.0,1.0,3.0,1.0,1.0
3855,41326.0,0.0,1.0,2.0,2.0,2.0,1.0
3856,41326.0,0.0,3.0,2.0,1.0,2.0,1.0
3857,41401.0,1.0,1.0,1.0,2.0,3.0,1.0
3858,41401.0,3.0,2.0,2.0,2.0,2.0,1.0
3859,41326.0,2.0,2.0,2.0,3.0,2.0,1.0
3860,41401.0,3.0,1.0,1.0,2.0,2.0,0.0
3861,41401.0,3.0,2.0,2.0,1.0,2.0,1.0
3862,41326.0,1.0,2.0,2.0,1.0,2.0,1.0
3863,41336.0,2.0,3.0,1.0,2.0,3.0,1.0
3864,41326.0,1.0,2.0,1.0,1.0,2.0,1.0
3865,41401.0,2.0,3.0,3.0,2.0,2.0,0.0
3866,41326.0,0.0,1.0,2.0,2.0,2.0,0.0
3867,41326.0,3.0,3.0,2.0,3.0,3.0,1.0
3868,41327.0,2.0,2.0,1.0,1.0,2.0,1.0
3869,41401.0,2.0,3.0,3.0,2.0,2.0,0.0
3870,41326.0,2.0,3.0,2.0,1.0,2.0,1.0
3871,41336.0,2.0,2.0,2.0,1.0,3.0,1.0
3872,41326.0,0.0,3.0,1.0,2.0,2.0,1.0
3873,41401.0,2.0,2.0,2.0,1.0,2.0,1.0
3874,41326.0,0.0,1.0,1.0,1.0,2.0,0.0
3875,41326.0,0.0,2.0,1.0,1.0,2.0,0.0
3876,41401.0,2.0,3.0,3.0,2.0,2.0,0.0
3877,41326.0,2.0,1.0,2.0,1.0,2.0,0.0
3878,41326.0,0.0,3.0,3.0,1.0,2.0,1.0
3879,41326.0,3.0,1.0,1.0,1.0,2.0,1.0
3880,41326.0,1.0,2.0,2.0,1.0,2.0,1.0
3881,41326.0,0.0,2.0,2.0,1.0,1.0,1.0
3882,41326.0,2.0,2.0,3.0,1.0,2.0,0.0
3883,41326.0,0.0,2.0,2.0,1.0,1.0,1.0
3884,41326.0,2.0,2.0,1.0,1.0,2.0,0.0
3885,41326.0,0.0,2.0,1.0,1.0,2.0,1.0
3886,41326.0,0.0,3.0,2.0,3.0,2.0,1.0
3887,41332.0,1.0,2.0,2.0,1.0,2.0,1.0
3888,41336.0,2.0,2.0,2.0,2.0,2.0,1.0
3889,41401.0,3.0,3.0,2.0,1.0,3.0,1.0
3890,41401.0,0.0,1.0,2.0,1.0,2.0,1.0
3891,41401.0,1.0,3.0,1.0,1.0,2.0,1.0
3892,41326.0,1.0,1.0,1.0,1.0,2.0,1.0
3893,41401.0,0.0,1.0,2.0,1.0,2.0,1.0
3894,41401.0,0.0,3.0,3.0,1.0,2.0,0.0
3895,41401.0,0.0,2.0,3.0,2.0,1.0,1.0
3896,41401.0,1.0,2.0,3.0,1.0,2.0,0.0
3897,41401.0,2.0,1.0,1.0,1.0,2.0,0.0
3898,41326.0,1.0,2.0,1.0,1.0,2.0,1.0
