,Type,AgeGroup,PureBreed,Gender,HasPrincipalColors,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,SimpleQuantity,FreeAdoption,State,HasVideo,HasPhoto,DescriptionPartial,Adoption
3696,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,41326.0,1.0,0.0,3.0,1.0
3697,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,41401.0,1.0,0.0,2.0,0.0
3698,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41327.0,1.0,0.0,2.0,1.0
3699,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
3700,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,0.0
3701,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,41326.0,1.0,0.0,3.0,1.0
3702,1.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,41326.0,1.0,0.0,2.0,1.0
3703,2.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,0.0
3704,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,41401.0,1.0,1.0,2.0,0.0
3705,1.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
3706,2.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,41401.0,1.0,0.0,2.0,1.0
3707,2.0,0.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,41326.0,1.0,0.0,2.0,1.0
3708,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
3709,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,1.0
3710,1.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,41336.0,0.0,0.0,3.0,1.0
3711,2.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,41401.0,1.0,0.0,3.0,1.0
3712,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
3713,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
3714,2.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,3.0,3.0,1.0,0.0,1.0,41326.0,1.0,0.0,1.0,1.0
3715,2.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
3716,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,41327.0,1.0,0.0,3.0,0.0
3717,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,41332.0,1.0,0.0,1.0,0.0
3718,2.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
3719,2.0,3.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,0.0
3720,2.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
3721,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,41327.0,1.0,0.0,1.0,1.0
3722,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,2.0,1.0
3723,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
3724,2.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,41326.0,1.0,0.0,2.0,1.0
3725,2.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,0.0
3726,2.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,41401.0,1.0,0.0,2.0,0.0
3727,2.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,1.0
3728,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,41326.0,1.0,1.0,3.0,0.0
3729,2.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,41336.0,1.0,0.0,2.0,1.0
3730,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,41332.0,1.0,0.0,3.0,0.0
3731,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,1.0
3732,2.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,41401.0,1.0,0.0,2.0,1.0
3733,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,1.0
3734,2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,2.0,1.0
3735,1.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,41401.0,1.0,0.0,3.0,1.0
3736,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,41401.0,1.0,1.0,2.0,0.0
3737,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,1.0
3738,2.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
3739,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,41401.0,1.0,0.0,2.0,0.0
3740,1.0,3.0,1.0,2.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
3741,2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
3742,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,41401.0,1.0,0.0,2.0,1.0
3743,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,0.0
3744,2.0,3.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,0.0
3745,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,2.0,1.0
3746,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
3747,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,1.0
3748,2.0,3.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,1.0,1.0,0.0
3749,2.0,3.0,1.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,41327.0,1.0,0.0,1.0,0.0
3750,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,41327.0,1.0,0.0,1.0,1.0
3751,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
3752,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
3753,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,0.0
3754,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,0.0
3755,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
3756,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,41401.0,1.0,0.0,3.0,1.0
3757,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
3758,2.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,41401.0,1.0,0.0,1.0,0.0
3759,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41401.0,1.0,0.0,2.0,1.0
3760,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,1.0
3761,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,41326.0,1.0,0.0,3.0,1.0
3762,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
3763,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,41324.0,1.0,0.0,1.0,0.0
3764,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,0.0
3765,2.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,41401.0,1.0,0.0,1.0,1.0
3766,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
3767,2.0,3.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,41401.0,1.0,0.0,2.0,0.0
3768,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
3769,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
3770,2.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,41401.0,1.0,0.0,2.0,1.0
3771,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,0.0
3772,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,1.0
3773,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,41330.0,1.0,0.0,3.0,0.0
3774,1.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
3775,2.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,41332.0,1.0,0.0,2.0,0.0
3776,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
3777,2.0,2.0,0.0,2.0,0.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,1.0
3778,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
3779,2.0,3.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,41326.0,1.0,0.0,1.0,1.0
3780,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
3781,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,41332.0,1.0,0.0,2.0,1.0
3782,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,0.0
3783,2.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,41401.0,1.0,1.0,2.0,0.0
3784,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,2.0,0.0
3785,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,41326.0,1.0,0.0,2.0,1.0
3786,2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41401.0,0.0,0.0,2.0,1.0
3787,1.0,3.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,0.0
3788,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41327.0,1.0,0.0,3.0,0.0
3789,2.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,41326.0,1.0,0.0,3.0,0.0
3790,1.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,41332.0,1.0,0.0,2.0,1.0
3791,2.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,41326.0,1.0,0.0,2.0,1.0
3792,1.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,3.0,0.0
3793,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,41326.0,1.0,0.0,2.0,1.0
3794,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,41326.0,1.0,0.0,3.0,1.0
3795,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,1.0
3796,2.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,41336.0,1.0,0.0,1.0,1.0
3797,1.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,41401.0,1.0,0.0,3.0,1.0
3798,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,41336.0,1.0,0.0,1.0,1.0
3799,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
3800,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,41326.0,1.0,0.0,2.0,1.0
3801,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,1.0
3802,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,0.0
3803,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,41327.0,1.0,0.0,1.0,1.0
3804,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,41401.0,1.0,0.0,1.0,1.0
3805,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
3806,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,41401.0,1.0,0.0,1.0,0.0
3807,1.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,41327.0,1.0,0.0,1.0,0.0
3808,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,41361.0,1.0,0.0,2.0,0.0
3809,2.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,1.0
3810,2.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,41401.0,1.0,0.0,3.0,0.0
3811,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
3812,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
3813,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,2.0,0.0
3814,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,1.0
3815,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,41401.0,1.0,0.0,2.0,1.0
3816,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41327.0,1.0,0.0,3.0,1.0
3817,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,1.0
3818,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
3819,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,0.0
3820,2.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,41401.0,1.0,0.0,2.0,1.0
3821,2.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,41401.0,1.0,0.0,2.0,0.0
3822,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41327.0,1.0,0.0,3.0,1.0
3823,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
3824,1.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,41336.0,1.0,0.0,3.0,1.0
3825,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,41326.0,1.0,0.0,2.0,1.0
3826,2.0,2.0,0.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,41324.0,1.0,0.0,1.0,0.0
3827,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
3828,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,41326.0,1.0,0.0,1.0,0.0
3829,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
3830,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
3831,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41401.0,0.0,0.0,2.0,1.0
3832,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,41401.0,1.0,0.0,3.0,1.0
3833,2.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,3.0,0.0
3834,1.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,41401.0,1.0,0.0,3.0,1.0
3835,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,1.0
3836,2.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,1.0
3837,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,3.0,1.0
3838,1.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,41401.0,1.0,0.0,1.0,0.0
3839,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
3840,1.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,1.0
3841,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,41336.0,1.0,0.0,2.0,1.0
3842,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
3843,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
3844,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,3.0,0.0
3845,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,41330.0,1.0,0.0,2.0,1.0
3846,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,41401.0,1.0,0.0,3.0,1.0
3847,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
3848,2.0,3.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,41326.0,1.0,0.0,2.0,0.0
3849,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,41327.0,1.0,0.0,2.0,1.0
3850,1.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
3851,2.0,3.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,0.0
3852,2.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
3853,2.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,41326.0,1.0,0.0,2.0,1.0
3854,2.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,3.0,1.0
3855,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
3856,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,1.0
3857,2.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,1.0
3858,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,41401.0,0.0,0.0,2.0,1.0
3859,2.0,2.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,41326.0,1.0,0.0,2.0,1.0
3860,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,41401.0,1.0,0.0,1.0,0.0
3861,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41401.0,1.0,0.0,2.0,1.0
3862,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,41326.0,1.0,0.0,2.0,1.0
3863,1.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41336.0,1.0,0.0,3.0,1.0
3864,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
3865,1.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,0.0,1.0,41401.0,1.0,0.0,3.0,0.0
3866,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,0.0
3867,1.0,3.0,1.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,41326.0,1.0,0.0,3.0,1.0
3868,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,41327.0,1.0,0.0,2.0,1.0
3869,1.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,0.0,1.0,41401.0,1.0,0.0,3.0,0.0
3870,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,1.0
3871,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,41336.0,1.0,0.0,2.0,1.0
3872,2.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,1.0
3873,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,2.0,1.0
3874,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,41326.0,1.0,0.0,1.0,0.0
3875,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,0.0
3876,2.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,41401.0,1.0,0.0,3.0,0.0
3877,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,0.0
