,State,AgeGroup,DescriptionPartial,MaturitySize,FurLength,Gender,Adoption
4299,41401.0,0.0,1.0,1.0,2.0,2.0,1.0
4300,41326.0,2.0,3.0,2.0,2.0,1.0,1.0
4301,41326.0,0.0,1.0,2.0,1.0,3.0,1.0
4302,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
4303,41330.0,2.0,2.0,2.0,2.0,2.0,0.0
4304,41401.0,0.0,3.0,1.0,1.0,2.0,1.0
4305,41361.0,3.0,3.0,2.0,2.0,2.0,1.0
4306,41401.0,2.0,3.0,1.0,1.0,3.0,0.0
4307,41336.0,3.0,2.0,2.0,1.0,1.0,1.0
4308,41326.0,1.0,3.0,2.0,2.0,2.0,1.0
4309,41325.0,1.0,2.0,3.0,2.0,2.0,1.0
4310,41326.0,0.0,1.0,1.0,2.0,2.0,1.0
4311,41401.0,0.0,3.0,1.0,1.0,2.0,1.0
4312,41327.0,0.0,1.0,2.0,1.0,3.0,1.0
4313,41401.0,2.0,1.0,2.0,1.0,2.0,1.0
4314,41401.0,3.0,2.0,3.0,1.0,1.0,0.0
4315,41330.0,0.0,2.0,1.0,2.0,2.0,1.0
4316,41401.0,0.0,1.0,2.0,1.0,1.0,1.0
4317,41326.0,3.0,2.0,3.0,3.0,1.0,1.0
4318,41332.0,2.0,2.0,1.0,2.0,2.0,1.0
4319,41401.0,0.0,2.0,2.0,2.0,2.0,0.0
4320,41401.0,3.0,1.0,1.0,1.0,1.0,1.0
4321,41326.0,3.0,2.0,3.0,2.0,1.0,1.0
4322,41401.0,0.0,1.0,1.0,2.0,3.0,1.0
4323,41401.0,2.0,2.0,3.0,1.0,2.0,1.0
4324,41327.0,0.0,1.0,2.0,1.0,2.0,1.0
4325,41326.0,2.0,2.0,1.0,1.0,1.0,0.0
4326,41326.0,0.0,2.0,2.0,1.0,2.0,0.0
4327,41330.0,2.0,2.0,2.0,1.0,2.0,1.0
4328,41401.0,2.0,3.0,2.0,1.0,2.0,1.0
4329,41326.0,0.0,1.0,2.0,1.0,3.0,0.0
4330,41401.0,0.0,1.0,2.0,1.0,2.0,0.0
4331,41401.0,3.0,2.0,1.0,1.0,2.0,0.0
4332,41326.0,1.0,3.0,2.0,1.0,2.0,1.0
4333,41326.0,2.0,1.0,2.0,2.0,2.0,1.0
4334,41327.0,3.0,2.0,2.0,1.0,2.0,0.0
4335,41401.0,2.0,3.0,1.0,1.0,1.0,1.0
4336,41335.0,0.0,2.0,1.0,1.0,1.0,1.0
4337,41326.0,2.0,1.0,2.0,1.0,1.0,1.0
4338,41326.0,2.0,2.0,2.0,2.0,2.0,0.0
4339,41326.0,1.0,2.0,3.0,1.0,1.0,0.0
4340,41326.0,2.0,2.0,2.0,1.0,1.0,1.0
4341,41401.0,2.0,3.0,2.0,2.0,2.0,1.0
4342,41326.0,0.0,3.0,2.0,2.0,2.0,1.0
4343,41401.0,0.0,3.0,2.0,1.0,2.0,1.0
4344,41326.0,3.0,3.0,1.0,3.0,2.0,1.0
4345,41326.0,2.0,2.0,3.0,2.0,2.0,1.0
4346,41401.0,1.0,2.0,2.0,1.0,3.0,0.0
4347,41401.0,2.0,3.0,1.0,1.0,2.0,1.0
4348,41326.0,2.0,1.0,2.0,1.0,2.0,1.0
4349,41401.0,0.0,1.0,2.0,2.0,3.0,1.0
4350,41326.0,0.0,2.0,1.0,1.0,3.0,0.0
4351,41326.0,1.0,2.0,2.0,2.0,2.0,0.0
4352,41401.0,2.0,1.0,2.0,1.0,2.0,0.0
4353,41326.0,2.0,3.0,3.0,3.0,1.0,1.0
4354,41330.0,2.0,3.0,2.0,2.0,2.0,1.0
4355,41326.0,0.0,1.0,2.0,2.0,1.0,1.0
4356,41401.0,1.0,1.0,1.0,1.0,2.0,0.0
4357,41401.0,2.0,1.0,3.0,2.0,2.0,1.0
4358,41330.0,2.0,3.0,2.0,2.0,1.0,1.0
4359,41326.0,0.0,1.0,2.0,2.0,1.0,1.0
4360,41401.0,0.0,2.0,2.0,2.0,2.0,1.0
4361,41326.0,0.0,3.0,1.0,2.0,1.0,1.0
4362,41327.0,0.0,1.0,2.0,2.0,1.0,1.0
4363,41326.0,2.0,1.0,2.0,2.0,1.0,1.0
4364,41327.0,3.0,3.0,2.0,1.0,1.0,0.0
4365,41401.0,0.0,1.0,2.0,1.0,1.0,1.0
4366,41336.0,0.0,3.0,1.0,3.0,3.0,1.0
4367,41401.0,0.0,2.0,2.0,2.0,1.0,1.0
4368,41401.0,0.0,1.0,2.0,2.0,3.0,1.0
4369,41326.0,3.0,2.0,3.0,1.0,2.0,0.0
4370,41326.0,3.0,2.0,2.0,1.0,1.0,1.0
4371,41326.0,0.0,1.0,2.0,1.0,1.0,1.0
4372,41326.0,0.0,3.0,2.0,1.0,3.0,1.0
4373,41401.0,3.0,3.0,2.0,1.0,2.0,0.0
4374,41326.0,3.0,3.0,2.0,1.0,2.0,0.0
4375,41332.0,2.0,3.0,2.0,1.0,1.0,1.0
4376,41326.0,0.0,2.0,2.0,1.0,3.0,0.0
4377,41335.0,0.0,2.0,1.0,1.0,3.0,1.0
4378,41401.0,1.0,1.0,2.0,1.0,3.0,0.0
4379,41401.0,0.0,2.0,1.0,1.0,1.0,1.0
4380,41326.0,3.0,2.0,3.0,1.0,1.0,0.0
4381,41401.0,0.0,1.0,1.0,2.0,2.0,1.0
4382,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
4383,41326.0,1.0,1.0,2.0,1.0,2.0,1.0
4384,41325.0,0.0,2.0,2.0,1.0,1.0,1.0
4385,41326.0,1.0,2.0,2.0,1.0,1.0,1.0
4386,41401.0,2.0,3.0,1.0,1.0,2.0,1.0
4387,41326.0,2.0,2.0,2.0,1.0,2.0,1.0
4388,41326.0,0.0,1.0,2.0,2.0,2.0,1.0
4389,41326.0,1.0,1.0,3.0,1.0,2.0,0.0
4390,41326.0,2.0,1.0,2.0,1.0,2.0,1.0
4391,41326.0,0.0,1.0,2.0,1.0,1.0,1.0
4392,41401.0,2.0,3.0,2.0,2.0,1.0,1.0
4393,41326.0,0.0,2.0,2.0,2.0,1.0,1.0
4394,41327.0,2.0,2.0,2.0,1.0,2.0,1.0
4395,41326.0,0.0,2.0,1.0,1.0,1.0,0.0
4396,41326.0,1.0,2.0,2.0,1.0,2.0,1.0
4397,41326.0,0.0,1.0,1.0,1.0,3.0,0.0
4398,41326.0,0.0,1.0,2.0,1.0,2.0,0.0
4399,41401.0,2.0,2.0,2.0,1.0,1.0,0.0
4400,41326.0,2.0,2.0,2.0,2.0,2.0,0.0
4401,41401.0,0.0,1.0,2.0,1.0,3.0,0.0
4402,41326.0,2.0,1.0,2.0,1.0,2.0,0.0
4403,41327.0,2.0,3.0,2.0,2.0,2.0,0.0
4404,41401.0,0.0,3.0,1.0,1.0,1.0,0.0
4405,41326.0,2.0,2.0,2.0,1.0,2.0,1.0
4406,41327.0,1.0,1.0,2.0,2.0,2.0,0.0
4407,41326.0,2.0,1.0,2.0,1.0,1.0,0.0
4408,41326.0,0.0,2.0,2.0,2.0,1.0,1.0
4409,41401.0,3.0,3.0,3.0,1.0,2.0,1.0
4410,41326.0,3.0,2.0,2.0,1.0,1.0,1.0
4411,41326.0,2.0,3.0,3.0,1.0,1.0,1.0
4412,41401.0,1.0,2.0,2.0,2.0,2.0,1.0
4413,41327.0,0.0,2.0,2.0,2.0,1.0,0.0
4414,41401.0,2.0,2.0,2.0,1.0,1.0,1.0
4415,41326.0,2.0,3.0,2.0,1.0,1.0,1.0
4416,41326.0,3.0,2.0,1.0,3.0,1.0,1.0
4417,41336.0,2.0,2.0,1.0,3.0,2.0,1.0
4418,41330.0,0.0,2.0,1.0,1.0,2.0,0.0
4419,41326.0,0.0,2.0,1.0,1.0,3.0,1.0
4420,41326.0,0.0,1.0,2.0,1.0,1.0,0.0
4421,41326.0,2.0,1.0,2.0,2.0,2.0,1.0
4422,41326.0,2.0,2.0,2.0,2.0,2.0,0.0
4423,41326.0,3.0,3.0,1.0,3.0,2.0,1.0
4424,41326.0,3.0,3.0,2.0,1.0,2.0,1.0
4425,41326.0,0.0,2.0,2.0,2.0,1.0,1.0
4426,41326.0,2.0,3.0,2.0,1.0,2.0,0.0
4427,41401.0,3.0,2.0,1.0,2.0,2.0,1.0
4428,41335.0,0.0,1.0,2.0,2.0,1.0,1.0
4429,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
4430,41335.0,2.0,3.0,2.0,2.0,1.0,1.0
4431,41401.0,2.0,3.0,2.0,2.0,2.0,1.0
4432,41327.0,3.0,3.0,2.0,1.0,1.0,1.0
4433,41326.0,0.0,2.0,1.0,2.0,1.0,1.0
4434,41401.0,2.0,1.0,2.0,1.0,1.0,0.0
4435,41326.0,2.0,2.0,2.0,1.0,2.0,0.0
4436,41327.0,3.0,1.0,2.0,1.0,1.0,0.0
4437,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
4438,41326.0,3.0,2.0,2.0,2.0,3.0,1.0
4439,41326.0,1.0,2.0,2.0,1.0,2.0,0.0
4440,41325.0,3.0,3.0,2.0,2.0,2.0,0.0
4441,41326.0,2.0,1.0,2.0,1.0,2.0,1.0
4442,41326.0,0.0,1.0,2.0,1.0,3.0,1.0
4443,41330.0,1.0,2.0,2.0,1.0,2.0,1.0
4444,41326.0,2.0,2.0,2.0,2.0,2.0,1.0
4445,41326.0,3.0,2.0,2.0,2.0,2.0,0.0
4446,41326.0,3.0,3.0,1.0,2.0,2.0,0.0
4447,41335.0,1.0,2.0,1.0,1.0,2.0,1.0
4448,41332.0,2.0,2.0,1.0,2.0,2.0,1.0
4449,41401.0,0.0,3.0,1.0,1.0,2.0,1.0
4450,41326.0,0.0,3.0,2.0,1.0,1.0,1.0
4451,41401.0,2.0,2.0,2.0,1.0,1.0,1.0
4452,41326.0,2.0,1.0,2.0,1.0,2.0,1.0
4453,41326.0,0.0,3.0,2.0,1.0,3.0,1.0
4454,41401.0,1.0,1.0,2.0,2.0,2.0,0.0
4455,41401.0,0.0,2.0,2.0,1.0,2.0,1.0
4456,41326.0,3.0,2.0,1.0,1.0,2.0,1.0
4457,41326.0,0.0,2.0,2.0,2.0,3.0,1.0
4458,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
4459,41326.0,2.0,2.0,2.0,1.0,1.0,0.0
4460,41326.0,1.0,1.0,2.0,2.0,1.0,1.0
4461,41327.0,2.0,2.0,2.0,2.0,2.0,1.0
4462,41326.0,1.0,1.0,2.0,1.0,3.0,0.0
4463,41326.0,0.0,1.0,2.0,2.0,2.0,1.0
4464,41326.0,2.0,1.0,2.0,2.0,1.0,1.0
4465,41326.0,1.0,1.0,2.0,1.0,1.0,1.0
4466,41336.0,0.0,3.0,2.0,1.0,3.0,1.0
4467,41401.0,0.0,3.0,2.0,1.0,2.0,1.0
4468,41326.0,3.0,2.0,2.0,1.0,2.0,1.0
4469,41401.0,0.0,3.0,2.0,1.0,2.0,1.0
4470,41326.0,0.0,3.0,2.0,1.0,2.0,1.0
4471,41326.0,3.0,3.0,2.0,1.0,1.0,0.0
4472,41326.0,2.0,3.0,2.0,1.0,2.0,1.0
4473,41327.0,0.0,2.0,2.0,2.0,2.0,0.0
4474,41401.0,3.0,2.0,2.0,3.0,1.0,1.0
4475,41401.0,0.0,1.0,2.0,1.0,3.0,1.0
4476,41401.0,2.0,3.0,1.0,1.0,2.0,1.0
4477,41401.0,3.0,1.0,3.0,1.0,2.0,1.0
4478,41326.0,0.0,1.0,2.0,2.0,2.0,1.0
4479,41326.0,0.0,2.0,1.0,2.0,2.0,1.0
4480,41326.0,3.0,2.0,2.0,1.0,1.0,1.0
4481,41326.0,0.0,3.0,1.0,3.0,3.0,1.0
4482,41326.0,0.0,3.0,2.0,1.0,2.0,1.0
4483,41401.0,1.0,3.0,2.0,2.0,1.0,1.0
4484,41326.0,3.0,1.0,2.0,1.0,2.0,1.0
4485,41326.0,0.0,2.0,3.0,1.0,2.0,1.0
4486,41326.0,0.0,3.0,2.0,1.0,3.0,1.0
4487,41330.0,3.0,2.0,2.0,1.0,3.0,1.0
4488,41327.0,0.0,1.0,2.0,1.0,1.0,1.0
4489,41326.0,0.0,1.0,1.0,2.0,2.0,1.0
4490,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
4491,41401.0,0.0,2.0,2.0,2.0,3.0,1.0
4492,41401.0,3.0,2.0,2.0,1.0,2.0,0.0
4493,41326.0,0.0,2.0,2.0,1.0,2.0,1.0
4494,41325.0,0.0,2.0,1.0,1.0,1.0,1.0
4495,41326.0,2.0,2.0,2.0,2.0,1.0,1.0
4496,41327.0,2.0,2.0,2.0,1.0,2.0,0.0
4497,41401.0,1.0,2.0,2.0,1.0,3.0,1.0
4498,41401.0,3.0,2.0,2.0,2.0,2.0,0.0
4499,41336.0,1.0,1.0,1.0,1.0,2.0,1.0
4500,41326.0,0.0,3.0,2.0,1.0,2.0,0.0
4501,41326.0,2.0,3.0,2.0,1.0,1.0,1.0
4502,41326.0,3.0,3.0,1.0,1.0,2.0,0.0
4503,41326.0,1.0,1.0,2.0,2.0,2.0,1.0
4504,41325.0,1.0,2.0,2.0,1.0,2.0,1.0
4505,41326.0,1.0,1.0,2.0,1.0,1.0,0.0
4506,41401.0,0.0,2.0,1.0,1.0,2.0,0.0
4507,41326.0,3.0,1.0,2.0,2.0,2.0,1.0
4508,41326.0,0.0,2.0,1.0,2.0,2.0,1.0
4509,41326.0,2.0,1.0,1.0,2.0,2.0,1.0
4510,41326.0,0.0,1.0,2.0,1.0,1.0,1.0
4511,41326.0,0.0,3.0,1.0,2.0,1.0,1.0
4512,41401.0,1.0,1.0,1.0,1.0,1.0,1.0
4513,41326.0,3.0,1.0,2.0,2.0,2.0,0.0
4514,41326.0,0.0,3.0,2.0,1.0,2.0,1.0
4515,41401.0,1.0,3.0,1.0,2.0,3.0,1.0
4516,41326.0,0.0,3.0,2.0,2.0,2.0,0.0
4517,41330.0,0.0,1.0,2.0,1.0,1.0,1.0
4518,41401.0,0.0,2.0,2.0,1.0,1.0,1.0
4519,41330.0,0.0,1.0,2.0,2.0,3.0,0.0
4520,41401.0,3.0,3.0,2.0,2.0,2.0,0.0
4521,41326.0,3.0,2.0,2.0,1.0,1.0,1.0
4522,41327.0,3.0,1.0,2.0,1.0,2.0,1.0
4523,41326.0,0.0,3.0,2.0,1.0,2.0,0.0
4524,41326.0,2.0,3.0,2.0,1.0,3.0,1.0
4525,41336.0,2.0,3.0,2.0,2.0,1.0,0.0
4526,41332.0,2.0,1.0,3.0,1.0,2.0,0.0
4527,41326.0,0.0,2.0,1.0,2.0,1.0,1.0
4528,41401.0,1.0,1.0,2.0,1.0,2.0,1.0
4529,41325.0,0.0,1.0,2.0,1.0,2.0,1.0
4530,41326.0,1.0,1.0,1.0,1.0,1.0,1.0
4531,41326.0,0.0,3.0,1.0,1.0,3.0,1.0
4532,41326.0,3.0,1.0,1.0,2.0,2.0,1.0
4533,41326.0,1.0,3.0,2.0,2.0,2.0,1.0
4534,41336.0,3.0,2.0,2.0,2.0,1.0,1.0
4535,41326.0,0.0,3.0,3.0,1.0,1.0,1.0
4536,41330.0,0.0,2.0,1.0,2.0,2.0,0.0
4537,41401.0,2.0,2.0,2.0,2.0,1.0,0.0
4538,41332.0,1.0,2.0,2.0,1.0,1.0,0.0
4539,41326.0,3.0,3.0,1.0,1.0,1.0,1.0
4540,41401.0,2.0,2.0,3.0,1.0,1.0,0.0
4541,41327.0,3.0,3.0,2.0,2.0,2.0,1.0
4542,41326.0,1.0,2.0,1.0,3.0,3.0,1.0
4543,41326.0,0.0,2.0,1.0,1.0,2.0,1.0
4544,41326.0,1.0,2.0,2.0,1.0,2.0,1.0
4545,41326.0,0.0,1.0,2.0,2.0,2.0,1.0
4546,41401.0,2.0,1.0,1.0,1.0,2.0,0.0
4547,41326.0,1.0,3.0,2.0,1.0,1.0,1.0
4548,41401.0,1.0,1.0,1.0,1.0,2.0,0.0
4549,41401.0,2.0,1.0,2.0,1.0,2.0,1.0
4550,41401.0,2.0,3.0,1.0,2.0,2.0,1.0
4551,41326.0,2.0,2.0,2.0,1.0,2.0,0.0
4552,41401.0,1.0,2.0,2.0,1.0,2.0,1.0
4553,41327.0,0.0,1.0,2.0,1.0,2.0,0.0
4554,41326.0,0.0,2.0,2.0,1.0,3.0,1.0
4555,41401.0,2.0,2.0,2.0,2.0,2.0,0.0
4556,41326.0,3.0,2.0,2.0,1.0,2.0,1.0
4557,41401.0,0.0,1.0,2.0,2.0,3.0,0.0
4558,41401.0,2.0,1.0,2.0,2.0,2.0,0.0
4559,41401.0,3.0,1.0,2.0,1.0,2.0,1.0
4560,41326.0,2.0,2.0,3.0,1.0,1.0,1.0
4561,41401.0,0.0,3.0,2.0,2.0,3.0,0.0
4562,41326.0,0.0,3.0,3.0,1.0,2.0,1.0
4563,41326.0,2.0,3.0,1.0,1.0,1.0,1.0
4564,41326.0,0.0,3.0,2.0,1.0,3.0,0.0
4565,41401.0,0.0,2.0,1.0,2.0,1.0,1.0
4566,41401.0,0.0,1.0,2.0,1.0,3.0,1.0
4567,41401.0,3.0,3.0,2.0,2.0,3.0,0.0
4568,41327.0,2.0,2.0,2.0,1.0,2.0,1.0
4569,41325.0,3.0,3.0,3.0,2.0,1.0,0.0
4570,41326.0,2.0,3.0,2.0,1.0,3.0,1.0
4571,41401.0,0.0,3.0,2.0,2.0,3.0,0.0
4572,41326.0,3.0,2.0,2.0,2.0,2.0,1.0
4573,41326.0,0.0,2.0,1.0,1.0,3.0,1.0
4574,41326.0,0.0,2.0,1.0,1.0,2.0,1.0
4575,41401.0,0.0,2.0,2.0,2.0,2.0,1.0
4576,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
4577,41330.0,2.0,1.0,3.0,2.0,1.0,1.0
4578,41326.0,2.0,2.0,2.0,1.0,2.0,1.0
4579,41326.0,2.0,3.0,1.0,1.0,2.0,1.0
4580,41330.0,2.0,1.0,2.0,1.0,1.0,0.0
4581,41401.0,2.0,1.0,2.0,1.0,1.0,1.0
4582,41327.0,1.0,3.0,2.0,2.0,2.0,1.0
4583,41326.0,0.0,2.0,2.0,1.0,1.0,1.0
4584,41326.0,2.0,2.0,2.0,2.0,1.0,0.0
4585,41326.0,0.0,2.0,2.0,2.0,2.0,1.0
4586,41326.0,0.0,1.0,2.0,1.0,1.0,1.0
4587,41401.0,0.0,2.0,2.0,1.0,2.0,1.0
4588,41327.0,0.0,2.0,2.0,2.0,2.0,1.0
4589,41326.0,0.0,3.0,2.0,1.0,2.0,1.0
4590,41324.0,3.0,3.0,2.0,1.0,2.0,1.0
4591,41332.0,0.0,3.0,1.0,1.0,3.0,1.0
4592,41401.0,0.0,2.0,2.0,2.0,1.0,1.0
4593,41327.0,3.0,3.0,2.0,1.0,1.0,1.0
4594,41326.0,0.0,2.0,1.0,1.0,2.0,1.0
4595,41326.0,0.0,2.0,2.0,1.0,2.0,1.0
4596,41326.0,2.0,1.0,2.0,1.0,2.0,1.0
4597,41326.0,1.0,2.0,2.0,1.0,3.0,1.0
4598,41326.0,2.0,1.0,2.0,2.0,1.0,1.0
4599,41336.0,2.0,1.0,2.0,1.0,2.0,0.0
4600,41326.0,2.0,1.0,2.0,1.0,1.0,1.0
4601,41401.0,2.0,1.0,1.0,2.0,2.0,1.0
4602,41336.0,3.0,1.0,1.0,2.0,2.0,0.0
4603,41336.0,2.0,2.0,2.0,1.0,2.0,1.0
4604,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
4605,41326.0,0.0,3.0,1.0,1.0,1.0,1.0
4606,41326.0,3.0,3.0,2.0,2.0,2.0,0.0
4607,41326.0,2.0,2.0,2.0,1.0,1.0,1.0
4608,41326.0,1.0,1.0,2.0,1.0,2.0,0.0
4609,41326.0,1.0,1.0,2.0,1.0,2.0,1.0
4610,41327.0,2.0,1.0,2.0,1.0,2.0,1.0
4611,41401.0,0.0,3.0,1.0,2.0,3.0,1.0
4612,41326.0,1.0,3.0,1.0,1.0,1.0,0.0
4613,41326.0,0.0,2.0,2.0,2.0,1.0,0.0
4614,41326.0,3.0,3.0,1.0,2.0,1.0,1.0
4615,41401.0,0.0,1.0,2.0,1.0,2.0,1.0
4616,41326.0,0.0,2.0,3.0,1.0,2.0,1.0
4617,41330.0,3.0,2.0,1.0,3.0,1.0,1.0
4618,41401.0,0.0,2.0,2.0,1.0,2.0,1.0
4619,41327.0,2.0,3.0,2.0,1.0,1.0,1.0
4620,41326.0,0.0,1.0,2.0,2.0,2.0,1.0
4621,41401.0,1.0,1.0,2.0,2.0,3.0,0.0
4622,41336.0,0.0,2.0,2.0,2.0,3.0,1.0
4623,41326.0,1.0,2.0,2.0,1.0,1.0,1.0
4624,41401.0,2.0,3.0,1.0,1.0,2.0,1.0
4625,41326.0,2.0,2.0,2.0,1.0,2.0,0.0
4626,41326.0,0.0,3.0,2.0,2.0,3.0,1.0
4627,41326.0,0.0,2.0,2.0,1.0,1.0,1.0
4628,41401.0,2.0,1.0,2.0,1.0,1.0,1.0
4629,41401.0,2.0,2.0,2.0,2.0,1.0,1.0
4630,41401.0,2.0,2.0,2.0,1.0,1.0,1.0
4631,41326.0,1.0,1.0,2.0,1.0,2.0,1.0
4632,41326.0,1.0,3.0,2.0,1.0,2.0,1.0
4633,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
4634,41326.0,0.0,2.0,3.0,2.0,2.0,1.0
4635,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
4636,41336.0,2.0,3.0,2.0,1.0,3.0,1.0
4637,41326.0,1.0,2.0,2.0,2.0,2.0,1.0
4638,41326.0,2.0,1.0,2.0,2.0,3.0,1.0
4639,41326.0,0.0,2.0,3.0,2.0,1.0,0.0
4640,41326.0,2.0,1.0,2.0,1.0,1.0,0.0
4641,41326.0,2.0,3.0,2.0,1.0,2.0,1.0
4642,41326.0,3.0,3.0,2.0,3.0,2.0,0.0
4643,41336.0,2.0,2.0,2.0,1.0,1.0,1.0
4644,41326.0,0.0,2.0,2.0,2.0,2.0,1.0
4645,41401.0,3.0,1.0,2.0,1.0,2.0,1.0
4646,41401.0,0.0,2.0,1.0,1.0,2.0,0.0
4647,41326.0,3.0,2.0,1.0,2.0,3.0,0.0
4648,41326.0,3.0,1.0,2.0,3.0,2.0,1.0
4649,41326.0,2.0,3.0,2.0,2.0,2.0,1.0
4650,41401.0,3.0,3.0,3.0,1.0,1.0,1.0
4651,41326.0,0.0,2.0,3.0,2.0,2.0,1.0
4652,41326.0,0.0,1.0,2.0,2.0,2.0,0.0
4653,41326.0,2.0,1.0,2.0,1.0,1.0,1.0
4654,41326.0,0.0,2.0,2.0,2.0,3.0,1.0
4655,41401.0,3.0,3.0,2.0,1.0,2.0,0.0
4656,41330.0,3.0,1.0,2.0,2.0,1.0,1.0
4657,41327.0,0.0,1.0,2.0,2.0,1.0,1.0
4658,41401.0,0.0,3.0,2.0,1.0,3.0,1.0
4659,41325.0,0.0,2.0,1.0,1.0,2.0,1.0
4660,41327.0,0.0,1.0,2.0,1.0,1.0,1.0
4661,41345.0,0.0,1.0,1.0,1.0,1.0,0.0
4662,41326.0,0.0,2.0,2.0,1.0,3.0,1.0
4663,41401.0,0.0,1.0,2.0,2.0,3.0,1.0
4664,41401.0,1.0,2.0,2.0,1.0,1.0,1.0
4665,41401.0,0.0,1.0,1.0,1.0,2.0,1.0
4666,41326.0,2.0,2.0,2.0,1.0,1.0,0.0
4667,41401.0,0.0,2.0,2.0,1.0,2.0,1.0
4668,41326.0,0.0,1.0,2.0,2.0,2.0,0.0
4669,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
4670,41336.0,1.0,1.0,2.0,1.0,2.0,1.0
4671,41401.0,0.0,3.0,1.0,2.0,3.0,1.0
4672,41401.0,0.0,2.0,2.0,2.0,1.0,1.0
4673,41326.0,0.0,3.0,1.0,1.0,2.0,1.0
4674,41326.0,1.0,3.0,3.0,3.0,1.0,1.0
4675,41326.0,1.0,2.0,1.0,3.0,3.0,1.0
4676,41326.0,2.0,2.0,2.0,1.0,3.0,1.0
4677,41401.0,1.0,2.0,2.0,2.0,2.0,1.0
4678,41326.0,2.0,2.0,2.0,1.0,1.0,0.0
4679,41330.0,0.0,1.0,1.0,1.0,2.0,0.0
4680,41326.0,2.0,2.0,2.0,1.0,2.0,1.0
4681,41326.0,0.0,2.0,1.0,2.0,1.0,1.0
4682,41401.0,2.0,3.0,3.0,1.0,1.0,0.0
4683,41332.0,2.0,2.0,2.0,2.0,1.0,1.0
4684,41326.0,0.0,1.0,2.0,1.0,1.0,1.0
4685,41401.0,2.0,1.0,1.0,1.0,2.0,0.0
4686,41401.0,3.0,3.0,1.0,1.0,2.0,0.0
4687,41326.0,1.0,3.0,2.0,1.0,1.0,1.0
4688,41326.0,2.0,3.0,1.0,1.0,2.0,0.0
4689,41326.0,0.0,1.0,1.0,1.0,2.0,1.0
4690,41326.0,2.0,1.0,2.0,2.0,3.0,0.0
4691,41332.0,0.0,1.0,2.0,1.0,1.0,1.0
4692,41326.0,0.0,2.0,1.0,2.0,2.0,1.0
4693,41326.0,0.0,1.0,2.0,1.0,1.0,1.0
4694,41327.0,3.0,2.0,2.0,1.0,1.0,0.0
4695,41326.0,2.0,1.0,2.0,1.0,2.0,1.0
4696,41326.0,1.0,1.0,2.0,1.0,2.0,1.0
4697,41326.0,3.0,3.0,2.0,1.0,2.0,1.0
4698,41326.0,0.0,1.0,2.0,2.0,3.0,1.0
4699,41401.0,0.0,3.0,2.0,1.0,3.0,1.0
4700,41401.0,2.0,2.0,2.0,1.0,3.0,1.0
4701,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
4702,41326.0,2.0,3.0,2.0,1.0,2.0,1.0
4703,41327.0,0.0,2.0,2.0,2.0,2.0,1.0
4704,41401.0,2.0,2.0,2.0,1.0,1.0,0.0
4705,41326.0,3.0,2.0,2.0,1.0,2.0,1.0
4706,41401.0,2.0,2.0,4.0,1.0,2.0,1.0
4707,41326.0,2.0,3.0,2.0,2.0,1.0,1.0
4708,41326.0,2.0,1.0,2.0,2.0,2.0,1.0
4709,41330.0,2.0,3.0,1.0,1.0,2.0,1.0
4710,41326.0,0.0,1.0,1.0,1.0,1.0,1.0
4711,41326.0,0.0,3.0,2.0,2.0,2.0,1.0
4712,41401.0,2.0,3.0,2.0,2.0,2.0,1.0
4713,41326.0,0.0,2.0,1.0,1.0,2.0,0.0
4714,41401.0,0.0,2.0,2.0,2.0,1.0,1.0
4715,41326.0,3.0,1.0,1.0,3.0,2.0,1.0
4716,41326.0,0.0,3.0,2.0,1.0,1.0,1.0
4717,41326.0,3.0,3.0,2.0,1.0,1.0,0.0
4718,41326.0,0.0,2.0,2.0,2.0,1.0,1.0
4719,41336.0,0.0,2.0,2.0,1.0,1.0,1.0
4720,41330.0,1.0,2.0,2.0,1.0,1.0,1.0
4721,41326.0,1.0,1.0,2.0,2.0,2.0,1.0
4722,41332.0,1.0,3.0,1.0,1.0,3.0,1.0
4723,41336.0,0.0,2.0,2.0,1.0,2.0,1.0
4724,41326.0,3.0,3.0,2.0,1.0,2.0,1.0
4725,41326.0,0.0,3.0,2.0,1.0,2.0,0.0
4726,41326.0,3.0,1.0,2.0,1.0,2.0,0.0
4727,41335.0,0.0,2.0,2.0,1.0,3.0,1.0
4728,41326.0,0.0,1.0,1.0,2.0,3.0,1.0
4729,41401.0,3.0,3.0,2.0,1.0,3.0,1.0
4730,41401.0,0.0,2.0,2.0,1.0,1.0,1.0
4731,41401.0,2.0,1.0,2.0,1.0,1.0,0.0
4732,41326.0,0.0,3.0,2.0,1.0,1.0,1.0
4733,41326.0,2.0,2.0,2.0,1.0,2.0,1.0
4734,41332.0,0.0,2.0,2.0,3.0,3.0,1.0
